pid,url,title,petitioner,suburb,close_date,signatures,status,active_transport_any,cycling,pedestrian,traffic_calming,speed_limit,pedestrian_crossing,road_safety,active_transport_general,parking,traffic_congestion,road_upgrade,public_transport,parks_green_space,trees_vegetation,flooding_drainage,development_planning,community_facilities,dogs_animals,noise_amenity,petition_body_excerpt,council_response_excerpt
186,https://epetitions.brisbane.qld.gov.au/petition/view/pid/186,"Purchase Bushland at 16 Woolton St, Tarragindi",Steve Griffiths,Moorooka,"Thu, 17 Jul 2014",49,closed,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"Local residents call on Brisbane City Council to purchase the land currently listed for sale at 16 Woolton Street, Tarragindi from the rate payer's Bushland Acquisition Levy which primarily focuses on the acquisition of land parcels for the protection and enhancement of the city’s natural environment. This program looks at strategic acquisition of land parcels to consolidate, enhance ecosystem fun",
187,https://epetitions.brisbane.qld.gov.au/petition/view/pid/187,Formalise Name of Foreshore Pathway 'Lover's Walk',Victoria Newton,Sandgate,"Sun, 17 Aug 2014",71,closed,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,"SUBMITTED ON BEHALF OF HEAD PETITIONER: Pam Verney This petition is to register support to formally name the pathway along the edge of the water from Cliff Street through to Lower Moora Park “Lover’s Walk”. The Sandgate and District Historical Society, supported by Deagon Ward Councillor Victoria Newton, has submitted this name to the Brisbane City Council. According to research by Ray Robinson su",
188,https://epetitions.brisbane.qld.gov.au/petition/view/pid/188,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
189,https://epetitions.brisbane.qld.gov.au/petition/view/pid/189,Installation of lighting at Perrin Park dog off-leash area,Chris Hill,Taringa,"Wed, 17 Sep 2014",49,closed,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,"Dog owners who work during the day need a place to walk their dogs safely after dark. Currently, there is virtually no lighting at Perrin Park and what is there is inadequate as it doesn't work properly and stays on for no more than 2 minutes every 20-30 minutes. This presents a safety issue as dog owners cannot see where they are walking. In addition, as the off-leash area is away from the road, ",
190,https://epetitions.brisbane.qld.gov.au/petition/view/pid/190,Oxley Road Upgrade,Cath Tavatgis,Graceville,"Sat, 06 Sep 2014",164,closed,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,"Brisbane City Council has been assessing the future of Oxley Road, between the Walter Taylor Bridge and the Oxley roundabout. They are as yet to make available the full report of what is planned. We, as residents in this area, have a right to know what is planned and to have a say in any proposed changes that will be made. Your petitioners therefore request that Council immediately release the ful",
191,https://epetitions.brisbane.qld.gov.au/petition/view/pid/191,Keep the Men's Shed at the old Wynnum Central school,Karen Cloherty,Manly,"Sat, 30 Aug 2014",18,closed,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Residents draw to the attention of … I would like to see the Men's Shed stay in Wynnum . I am a rate payer and see its value to the community and its central locality. Your petitioners therefore request reassurance that the Council are not going to tear down the old Wynnum Central State School and the Men's Shed will remain where they want it, and I do too. Petitions",
192,https://epetitions.brisbane.qld.gov.au/petition/view/pid/192,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
193,https://epetitions.brisbane.qld.gov.au/petition/view/pid/193,Wi Fi in parkland at Wynnum Manly,Karen Cloherty,Manly,"Sat, 30 Aug 2014",5,closed,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,In this modern age Council could give Wi Fi to the area. It would be good to have the Wi Fi at the park where the kids play at Pandanus Beach and wading pool area . It may save a life one day! Your petitioners therefore request that Council please respond of your intention to give this to the community. Karen Petitions,
194,https://epetitions.brisbane.qld.gov.au/petition/view/pid/194,Trees causing danger and disturbances,Janette Cunningham,Brighton,"Mon, 01 Sep 2014",1,closed,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Residents draw to the attention of trees and the what is expected to have action taken against owner of offending tree to comply with tree laws. I have a very tall Palm tree with its branches dragging on my roof. We are having problems sleeping. This is the third time we have had this problem . The owner says its not his problem cause he does not live in our house. I have read what I am to do It i,
195,https://epetitions.brisbane.qld.gov.au/petition/view/pid/195,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
196,https://epetitions.brisbane.qld.gov.au/petition/view/pid/196,QUT Gardens Point Motorcycle Parking,Tim Goulding,Brisbane,"Fri, 22 Aug 2014",2,closed,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"Recently, BCC has changed the motorcycle parking area under the Riverside Expressway. What used to accommodate around 150 motorcycles now holds a much smaller number. This area is very popular due to the number of students and professionals in the surrounding area. This smaller number restricts the number of potential users and puts stress on the QUT parking infrastructure. The spots are also not ",
197,https://epetitions.brisbane.qld.gov.au/petition/view/pid/197,Cinema for Wynnum,Peter Cumming,Wynnum,"Fri, 14 Nov 2014",608,closed,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Residents draw to the attention of the Lord Mayor to provide an economic boost for the Wynnum area by obtaining a commercial cinema at the old Wynnum Central School site. Your petitioners therefore request that a cinema be part of the commercial plans sought for the old Wynnum Central State school site, and that Council provide financial incentives to obtain this goal. Petitions",
198,https://epetitions.brisbane.qld.gov.au/petition/view/pid/198,Robertson Street Zoning,Elizabeth Ryan,Fortitude Valley,"Fri, 22 Aug 2014",84,closed,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"We draw the attention to all, regarding the entertainment precinct zoning, in particular the buffer zone A, which includes Robertson Street, Fortitude Valley. This appears to enable licensed premises to be open from 10am to 5am , 7 days a week. Given the majority of Robertson Street and surrounding area is residential, we are seeking the Council, via this ePetition , to change this zone, to have a",
199,https://epetitions.brisbane.qld.gov.au/petition/view/pid/199,"Make Watson Road and Mortimer Road, Acacia Ridge Safe",Cr Steve Griffiths,Moorooka,"Tue, 30 Sep 2014",6,closed,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,"Residents draw to the attention of Brisbane City Council the need to make Watson Road and Mortimer Road, Acacia Ridge, safe. Watson Road and Mortimer Road are suburban roads. They run past schools, sporting facilities, parks, churches and a community centre. These roads carry large trucks, heavy vehicles and B-doubles that often speed through the suburb. We, the petitioners, therefore call on Bris",
200,https://epetitions.brisbane.qld.gov.au/petition/view/pid/200,Safe cycling route through Stones Corner,Vance Kelly,Coorparoo,"Sun, 21 Sep 2014",43,closed,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,"There is not currently a safe and direct cycling route, either inbound or outbound, along Logan Road between O'Keefe Street and Old Cleveland Road through Stones Corner. This commonly results in unsafe interactions with motor vehicles and/or pedestrians. Of particular concern is the roundabout at the intersection of Logan Road and O'Keefe streets and the bridge across Norman Creek of which neither",
201,https://epetitions.brisbane.qld.gov.au/petition/view/pid/201,Objection to proposed 4 storey high density residential development in Durham Street Coorparoo,Anna Bagshaw,Coorparoo,"Wed, 03 Sep 2014",33,closed,True,False,False,False,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,"PROPOSED Development Application #003896338 at 7, 9, 11, 15 Durham St, Coorparoo We would like to raise our concerns against the proposal of a high density residential development in a quiet street - on lots 7, 9, 11 & 15 Durham Street, Coorparoo . The proposal is to remove four character houses built before 1946, combine the four lots into two larger ones and then build two four-storey apartment ",
202,https://epetitions.brisbane.qld.gov.au/petition/view/pid/202,Install Heritage Lamp Posts in CBD,Jayden Persic,Tanah Merah,"Sat, 20 Sep 2014",2,closed,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Brisbane has lost so much of its character buildings. Council recently spent millions on the unnecessary redevelopment of Mooney Fountain Plaza. Money which could have easily been used returning Brisbane's heritage. But I believe we can restore some of Brisbane's character by replacing the plain steel street lamps in the CBD with beautiful Victorian Era lamp posts. To restore some of Brisbane’s ch,
203,https://epetitions.brisbane.qld.gov.au/petition/view/pid/203,Banyo Horn Blasting,Marie Fuller,Banyo,"Sat, 27 Sep 2014",9,closed,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,"We wish to complain about the amount of blasting that has been coming from the Shorncliffe trains that come in and out of Banyo station from the Shorncliffe line over the last year which has been going on since last year’s train & truck collision in 2013. This is not just a toot to let commuters know that there is an incoming train nearing the station, but it’s blasting and is very loud and long, ",
204,https://epetitions.brisbane.qld.gov.au/petition/view/pid/204,Over pass Binda station,Marie Fuller,Banyo,"Sat, 27 Sep 2014",1,closed,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,"I would like to suggest that the road over Banyo be closed off and just be used for only in and out bound train line, and that "" BINDA "" Station to be a more suitable place to put an over pass. Banyo is growing fast with new housing and a possible new shopping centre . With these new proposals in mind, the traffic is increasing, and will continue to increase in the coming years. There is more than",
205,https://epetitions.brisbane.qld.gov.au/petition/view/pid/205,"Toilets at Perth Street Park, Camp Hill",Angelique McIntosh,Norman Park,"Fri, 31 Oct 2014",46,closed,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,"Residents draw to the attention of Council the fact that there are no public toilets at Perth Street Park. The park has the following facilities, Barbecue, outdoor/fitness equipment, picnic area, playground, skate park and a dog park but NO PUBLIC TOILETS! As a local resident and mother of three, I frequently use this park and its facilities but find the lack of toilets a real problem. I have hear",
206,https://epetitions.brisbane.qld.gov.au/petition/view/pid/206,Improved Pedestrian Safety Montague Road West End,Anna Markey,West End,"Mon, 10 Nov 2014",94,closed,True,False,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,"Montague Road is the main access road for the West End peninsula and the new apartment buildings along the River. It has a number of crests and many side streets. These features, combined with increasing traffic volumes means it is becoming harder to safely cross the road to walk to the River, the City Glider bus stop or the new Aldi store. This problem will only increase as more apartment buildin",
207,https://epetitions.brisbane.qld.gov.au/petition/view/pid/207,Businesses Seek Yellow Recycling Bin Access,Peter Cumming,Wynnum,"Fri, 14 Nov 2014",16,closed,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Currently, even though businesses pay the same waste management charges as residential ratepayers , they do not get a yellow recycling bin or the right to purchase a larger recycling bin for $30.00 or the right to purchase a green waste recycling bin. The petitioners believe commercial ratepayers should be treated the same as residential ratepayers . Your petitioners therefore request Brisbane Cit",
208,https://epetitions.brisbane.qld.gov.au/petition/view/pid/208,Skate Park for Toowong/Taringa,Sebastian Schurmann,Taringa,"Fri, 31 Oct 2014",14,closed,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"There is a lack of a skate park facilities within Toowong and Taringa suburbs to provide recreational play for children who enjoy using scooters, skateboards and bikes in these areas. This petition requests the Council build a skate park facility for children and teenagers to use in Toowong and/or Taringa . Petitions",
209,https://epetitions.brisbane.qld.gov.au/petition/view/pid/209,Keep King George Square as a people's space,Jeffrey Lockett,Camp Hill,"Thu, 23 Oct 2014",7,closed,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"That Brisbane City Council keep King George Square as it currently is now with its current classification. Brisbane Residents need a space in the CBD such as King George Square with the freedoms it has without too many rules regarding busking, rallies and sporting activities and minimal commercialism. Residents who want to visit a mall with retail outlets and much tighter regulations can simply cr",
210,https://epetitions.brisbane.qld.gov.au/petition/view/pid/210,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
211,https://epetitions.brisbane.qld.gov.au/petition/view/pid/211,Prevent track jumping by reinstating the east pedestrian crossing at Banyo Station,Simone Cloake,Banyo,"Fri, 31 Oct 2014",8,closed,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,"I've noticed that people, often children, jump off the end of the train platform to cross the tracks at the library end of the station. This is where the old overpass used to be but it was removed and not replaced. This end of the platform is an obvious desired line of travel for people between the park – library - shopping centre side and the northern side of the tracks. I propose that a pedestri",
212,https://epetitions.brisbane.qld.gov.au/petition/view/pid/212,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
213,https://epetitions.brisbane.qld.gov.au/petition/view/pid/213,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
214,https://epetitions.brisbane.qld.gov.au/petition/view/pid/214,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
215,https://epetitions.brisbane.qld.gov.au/petition/view/pid/215,"Two Marked Lanes Royal Parade (Tufnell Road End), Banyo",Troy Lockett,Banyo,"Thu, 15 Jan 2015",5,closed,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,"Given the new development for higher density living at Ivedon Street, Banyo , and the increased traffic at the junction of Royal Parade and St Vincents Road at The Banyo rail crossing, there is a definite need to modify the existing intersection and particularly for traffic entering from Tufnell Road. I would like to propose a change to the intersection of Royal Parade and St Vincent's Road, Banyo",
216,https://epetitions.brisbane.qld.gov.au/petition/view/pid/216,New Skate Park in Wynnum Manly Ward,Peter Cumming,Wynnum,"Tue, 10 Feb 2015",43,closed,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"Residents draw the attention of the Lord Mayor to the existing skate park in the Wynnum Manly Ward at Lota which is run down and has poor visibility and is over 15 years old. The petitioners therefore request the Lord Mayor to build a new skate, scooter and bike facility in the Wynnum Manly Ward. Petitions",
217,https://epetitions.brisbane.qld.gov.au/petition/view/pid/217,"Extension of the 393 Bus Service - From New Farm to Teneriffe/then from RBH bus terminal to L'Estrange Tce, Kelvin Grove (i.e. Kelvin Grove State College) - to be added to existing route.",Tracy Musgrave,Teneriffe,"Fri, 14 Nov 2014",263,closed,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,"Parents and Students wish to draw to the attention of Council to the inadequate bus service for our students and parents, who need to travel to their local High School, Kelvin Grove State College. The need for an updated service impacts the suburbs of Kangaroo Point, New Farm, Teneriffe, Fortitude Valley, Newstead and Bowen Hills. The current options for students wishing to get to High School are ",
218,https://epetitions.brisbane.qld.gov.au/petition/view/pid/218,Concerns about 14 Lytton Road Development,Jacqueline Robinson,Bulimba,"Wed, 17 Dec 2014",7,closed,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,"Residents draw to the attention of Councillor Shayne Sutton and any other relevant local members, the proposed development of the vacant land at 14 Lytton Road, Bulimba QLD 4171. The proposed development will include 64 one, two and three bedroom units together with retail shops. With only three main roads into the Bulimba district, traffic is already congested to the point of stagnation at peak t",
219,https://epetitions.brisbane.qld.gov.au/petition/view/pid/219,"Objections to Proposed Development at 131 Sir Fred Schonell Drive, St Lucia",Sarah Holland-Batt,St Lucia,"Mon, 10 Nov 2014",53,closed,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,"Residents of St Lucia wish to draw to the attention of Councillor Julian Simmonds and any other relevant local members the proposed development (#A003897347) of a six storey complex of 56 units at 131 Sir Fred Schonell Drive, St Lucia. The proposed development will have a severe impact on residents of the three buildings adjacent to, and to the south of the site, as well as residents in Sisley, Ra",
220,https://epetitions.brisbane.qld.gov.au/petition/view/pid/220,Green Left Turn Arrow - Graceville Avenue into Oxley Road,Jo Richards,Graceville,"Fri, 27 Mar 2015",144,closed,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"We, the undersigned, call on Brisbane City Council to install a dedicated green left turn arrow and pedestrian line markings in the turning lane from the intersection of Graceville Avenue into Oxley Road heading South bound. This busy intersection leads to nearby Graceville State School, Christ the King Catholic Primary School, local shops and services and will improve access and safety for school",
221,https://epetitions.brisbane.qld.gov.au/petition/view/pid/221,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
222,https://epetitions.brisbane.qld.gov.au/petition/view/pid/222,Objection to Unit Development on Public Land at East Brisbane,Helen Abrahams,Woolloongabba,"Sat, 28 Feb 2015",309,closed,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"We, the undersigned, object to the proposed development of two 12-storey towers of 235 units on the riverside Council-owned public land currently leased to the East Brisbane Croquet Club. This land is zoned Sport and Recreation and was once part of Mowbray Park. There is a limited amount of land for sport in the inner city. This land should be protected not developed by Council. Council is publicl",
223,https://epetitions.brisbane.qld.gov.au/petition/view/pid/223,Support Public Transport and a Separated Bikeway as part of the Wynnum Road Upgrade,Shayne Sutton,Bulimba,"Sat, 28 Mar 2015",371,closed,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,"Residents draw to the attention of the Lord Mayor and Brisbane City Council that the Wynnum Road Upgrade must incorporate an integrated car, public transport, pedestrian and cycle solution. An integrated solution will help reduce congestion for all commuters, regardless of their mode of transport. It will also help to reduce the number of conflicts between motorists, cyclists and pedestrians along","Dear Petitioners, Your petition has been investigated and it was considered by Council at its meeting held on 14 June 2016. It was decided that the petitioners be advised of the information below. Council intends to proceed with the current Wynnum Road Corridor Upgrade – stage 1 project scope and de"
224,https://epetitions.brisbane.qld.gov.au/petition/view/pid/224,Objection to Roy Harvey Park be used as an AFL training facility,Les Engelbrecht,Stafford,"Wed, 10 Dec 2014",58,closed,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,It has been proposed that Roy Harvey Park be used as an AFL training facility Monday to Friday from 4pm to 7.30pm and for games on Saturday mornings. We herby object to Roy Harvey Park being used as an AFL training facility. Petitions,
225,https://epetitions.brisbane.qld.gov.au/petition/view/pid/225,"Pedestrian Safety at Cleveland St, Stones Corner",Laura Klein,Woolloongabba,"Sun, 15 Feb 2015",199,closed,True,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,"Pedestrian safety is a major concern at the intersection of Logan Road and Cleveland Street, Stones Corner. This intersection is a well used pedestrian strip, and has been a safety concern for over 15 years. The increasing traffic in this local area has elevated the dangers for pedestrians, particularly school children, crossing between 8am to 9am and 3pm to 3.30pm. Although there are signs indica",
226,https://epetitions.brisbane.qld.gov.au/petition/view/pid/226,Request for additional pedestrian crossings in Wynnum CBD,Deirdre Thomson,Wynnum,"Sat, 31 Jan 2015",4,closed,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,"Residents draw to the attention of the Brisbane City Council the need to improve pedestrian access to the east side of Bay Terrace between Edith and Clara Streets in the Wynnum CBD . The petitioners therefore request that Brisbane City Council consider the installation of two additional pedestrian crossings at the intersection of Bay Terrace and Edith Street, Wynnum . These additional crossings wi",
227,https://epetitions.brisbane.qld.gov.au/petition/view/pid/227,Forest Street Traffic Issues,Scott Miers,Moorooka,"Tue, 09 Dec 2014",14,closed,True,False,True,True,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,"Residents draw attention to the traffic issues of Forest Street, Moorooka . The street is heavily used by vehicles heading inbound on Ipswich Road who wish to access a section of Moorooka back streets, including but not limited to Hansen, Lyon and Luxworth Streets, and most importantly the Woolworths Shopping Centre on Beaudesert Road. This is a result of Forest Street being the last street with r",
228,https://epetitions.brisbane.qld.gov.au/petition/view/pid/228,Motorama Moorooka Service Vehicles using local streets,Scott Miers,Moorooka,"Mon, 08 Dec 2014",16,closed,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"Residents draw to the attention of Council, Motorama Moorooka Toyota and Holden Moorooka using local streets, including Forest and Gainsborough Streets, as their 'test lap' for vehicles being serviced. As these are local streets, it is considered inappropriate for a commercial enterprise to be using the local streets for this purpose. Both brands have clear access to Ipswich Road without heading u",
229,https://epetitions.brisbane.qld.gov.au/petition/view/pid/229,The Environmental Impact of Fluoride on Brisbane,Colin Varian,Chermside,"Fri, 27 Feb 2015",98,closed,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,"Residents draw to the attention of The Lord Mayor of Brisbane regarding the Environmental Impact of Fluoride on Brisbane. Water fluoridation is a very wasteful way to deliver oral medication, and no Environmental Impact Statement has been carried out for Brisbane. Well over 120 tonnes of Chinese toxic waste needlessly is injected into Brisbane's environment every year and is increasing with popula",
230,https://epetitions.brisbane.qld.gov.au/petition/view/pid/230,Keep dogs on the leash along the Sandgate foreshore,Paul Timms,Sandgate,"Tue, 30 Jun 2015",62,closed,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,"The Sandgate Foreshore is a drawcard for local families and visiting families. Many different users enjoy walking along the waterfront, including families with small children. Responsible dog owners also enjoy walking their pets along the foreshore, pick up after them and ensure that they do not bother other dogs, people and shorebirds. Council has currently set aside a number of off-leash areas i",
231,https://epetitions.brisbane.qld.gov.au/petition/view/pid/231,Asbestos removal Yeronga Memorial Park,Nicole Johnston,Fairfield,"Fri, 06 Mar 2015",81,closed,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,In November Council identified asbestos in the grounds of Yeronga Memorial Park's recreational and sporting precinct. Council has refused to voluntarily release the report to the Local Councillor and community and has no plans to urgently remove the asbestos. That Brisbane City Council undertakes an urgent remediation project to remove all asbestos from the grounds and facilities of the Brisbane B,
232,https://epetitions.brisbane.qld.gov.au/petition/view/pid/232,"Objection to Unit Development in ParkVue, Oxley",Liam Klein,Oxley,"Fri, 06 Feb 2015",181,closed,True,False,True,False,False,False,False,False,True,False,False,True,True,True,False,True,False,False,True,"To the Right Honourable Lord Mayor and councillors of the City of Brisbane: We, the undersigned residents of Brisbane, object to development application A003938825 at 84 Finnegan Circuit, Oxley for the following reasons: • The proposed development comes as a result of a previous Structure Plan and Preliminary Approval approved as part of the development application A002344269 relating to the site ",
233,https://epetitions.brisbane.qld.gov.au/petition/view/pid/233,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
234,https://epetitions.brisbane.qld.gov.au/petition/view/pid/234,"Stop Footbridge Between Camp and Bent Streets, Toowong",Rhiannon Kemp,Toowong,"Tue, 05 May 2015",29,closed,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,"Residents draw to the attention of Councillor Peter Matic and the Brisbane City Council their opposition to the creation of a foot / bicycle bridge between Camp Street and Bent Street over Toowong Creek. Local residents, with their own money, have spent a lot of time planting up this section of the creek in accordance with local environmental groups such as Save Our Waterways Now and the Cubberla ",
235,https://epetitions.brisbane.qld.gov.au/petition/view/pid/235,"Make Daisy Road, Manly West, a cul-de-sac",S Martin,Manly West,"Fri, 08 May 2015",0,closed,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,"Residents draw Council's attention to the intersection of Daisy Road and Manly Road, Manly West. There have been countless near misses and numerous traffic accidents witnessed in the last year by many residents on the corner and it is noted that vehicles do not drive safely in this area. If this end of Daisy Road was closed off to vehicles, then vehicles would not be driving out into oncoming traf",
236,https://epetitions.brisbane.qld.gov.au/petition/view/pid/236,Restrict Jan Power Farmers Market at Manly to once a month,Peter Cumming,Wynnum,"Thu, 30 Apr 2015",3,closed,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"Residents draw to the attention of the Lord Mayor that they oppose the Jan Power Farmers Markets being allowed to operate in Little Bayside Park, Manly, twice a month rather than the existing once a month. The petitioners point out that established businesses in Wynnum and Manly pay high rent and other charges and have their businesses undermined by market operators. The petitioners are concerned ",
237,https://epetitions.brisbane.qld.gov.au/petition/view/pid/237,Sherwood Scatter Crossing,Nicole Johnston,Fairfield,"Fri, 22 May 2015",19,closed,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,"Residents draw to the attention of Council pedestrian safety concerns for young children crossing busy Sherwood and Oxley Roads, Sherwood. We, the undersigned, call on Brisbane City Council to install a four way scatter crossing and countdown timers at the intersection of Oxley Road and Sherwood Road, Sherwood, outside Sherwood State School to improve pedestrian safety. This intersection is extrem",
238,https://epetitions.brisbane.qld.gov.au/petition/view/pid/238,Downscaling of 174 Logan Road Master Plan Woolloongabba under Application A003997103,Andrew Gilbert,Woolloongabba,"Fri, 17 Apr 2015",140,closed,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,"Woolloongabba residents draw your attention to development application A003997103 (details on the councils PD-online page), 174 Logan Road, Woolloongabba . This is a very large scale, seven tower development located in the heart of Woolloongabba and will overshadow everything around it. This master plan sits on only on 18,000 square metres and backs on to a character residential neighbourhood . Th",
239,https://epetitions.brisbane.qld.gov.au/petition/view/pid/239,"Stop sign to be put in at the end of Brodie Street, Holland Park",Ally Holden,Brisbane,"Mon, 12 Oct 2015",6,closed,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,"The end of Brodie Street, Holland Park West, that goes into Dunrod Street, is a very dangerous turn. Many people come speeding around the corner without looking and it is a real hazard. Dunrod Street is filled with families with young kids and one day soon, someone is going to get hurt because of the rude, inconsiderate people not stopping or looking. I request that Council install a stop sign at ",
240,https://epetitions.brisbane.qld.gov.au/petition/view/pid/240,Keep housing heights at eight and a half metres and reduce five story developments to three stories maximum in Wynnum/Manly/Lota,Nyree Mannion,Wynnum,"Sat, 30 May 2015",46,closed,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Residents draw to the attention of the Lord Mayor and Brisbane City Council that they oppose the increase of housing heights to nine and a half metres , and five storey developments. Long term residents are losing views, bay breezes, privacy and property value. Five storey developments have a large scale impact and are not fitting for the current landscape. The petitioners call upon Brisbane City ",
241,https://epetitions.brisbane.qld.gov.au/petition/view/pid/241,Support for tighter restrictions on unit developments in residential areas of Woolloongabba,Anne Leach,Woolloongabba,"Sun, 31 May 2015",4,closed,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,"I draw Council’s attention to uncontrolled high density residential developments along Logan Road, Woolloongabba . Residents of Maynard Street, Woolloongabba , are concerned about the following issues relating to new developments. -  High rise structures casting a shadow over houses in nearby streets. -  Parking congestion caused by an influx of vehicles to our area. -  The potential for flooding ",
242,https://epetitions.brisbane.qld.gov.au/petition/view/pid/242,"Limit engine braking in Hale Street, Paddington",Jeffrey Soar,Paddington,"Tue, 21 Jul 2015",22,closed,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Residents draw to the attention of Council the noise of trucks traveling south along Hale Street when they apply engine braking. Your petitioners therefore request installation of 'Residential Area Please Limit Engine Braking' signs. Petitions,
243,https://epetitions.brisbane.qld.gov.au/petition/view/pid/243,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
244,https://epetitions.brisbane.qld.gov.au/petition/view/pid/244,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
245,https://epetitions.brisbane.qld.gov.au/petition/view/pid/245,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
246,https://epetitions.brisbane.qld.gov.au/petition/view/pid/246,"Objection to the proposed development at 174 Logan Road, Woolloongabba (A003997103)",Matt Scott,Woolloongabba,"Fri, 29 May 2015",1,closed,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Our building is next to this purposed building site. The buildings will be too high, too wide and too close to each other, and will block all out the sun and views. Woolloongabba does not have the capacity for this yet. The vacancy rate is increasing much faster than it should be. My rental property was vacant for eight weeks this year and rental income was much lower than what Pellicano proposed ",
